LANDUSE_TYPE,USER,PIPE DIAM,VENDOR,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
H2,SOCIAL,0.5,ELSTER,19,26,18,21,27,27,31,36,36,26,24,26,26,23,16,31,18,20,27,30,30,29,21,22,20,17,13,21,21,25,35,27,29,19,20,17,14,14,15,18,17,20,16,13,14,16,15,30,7,48,17,20,24,21,24,25,28,15,47,32,28,26,26,7,46,29,11,8,14,41,49,26,0,24,23,31,18,19,22,16,16,14,19,12
H2,MI,0.5,CICASA MMD-15 S,38,38,25,25,27,30,32,34,23,30,21,17,17,12,12,28,17,22,26,25,20,29,24,17,21,17,16,27,20,26,20,0,23,21,18,11,11,12,12,15,16,21,27,21,19,19,17,14,15,11,9,13,17,17,21,17,14,16,12,13,11,12,10,15,16,18,25,21,13,13,16,12,12,9,8,15,11,15,19,14,17,16,16,10
H2,MI,0.5,MSDELAUNET,9,21,19,17,15,13,15,16,15,15,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,0,20,22,22,26,28,30,29,24,25,13,28,22,24,25,25,25,25,24,24,24,24,24
H2,SOCIAL,0.5,ACTARIS,24,22,21,24,35,34,37,39,39,34,26,19,24,20,22,27,26,23,23,10,104,32,36,0,6,11,30,0,15,38,24,12,26,20,21,0,12,11,9,13,14,20,16,18,16,16,13,14,17,18,15,9,14,29,24,17,17,17,34,16,20,0,15,17,3,16,20,11,16,15,15,14,0,12,3,12,11,12,12,12,12,11,11,0
H2,SOCIAL,0.5,NAN,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,10,10,26,10,10,20,10,10,10,26,26,26,26,26,26,26,26,15,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
H3,MI,0.5,CICASA MMD-15 S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,20,11,13,15,18,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,0,9,9,0,1,0,2,1,3,3,5,0,4,8,6,19,7,8,27,4,12,5,6,20,3,3,7,14,5,11,12,5,0,0,1
H3,HI,0.5,CICASA MMD-15 S,27,28,9,23,20,20,20,20,18,19,18,18,18,17,17,17,17,17,16,16,16,16,16,16,15,15,20,16,0,18,22,15,13,13,13,15,0,28,20,15,15,15,39,21,20,20,21,21,23,0,23,25,28,19,19,25,23,0,16,13,13,11,12,12,13,12,25,14,14,15,15,13,15,15,14,22,19,16,21,31,38,16,16,14
H2,MI,0.5,ELSTER,5,15,19,19,13,23,28,28,27,14,14,31,18,15,15,23,14,23,18,42,31,24,18,19,24,11,18,22,22,27,24,30,10,47,28,41,24,23,24,22,18,20,21,22,18,21,25,17,20,24,20,20,20,20,20,0,2,13,0,8,6,4,5,5,4,5,30,59,12,38,15,16,18,18,19,8,15,14,16,15,24,4,16,24
H2,MI,0.5,CICASA MMD-15 S,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,20,20,20,0,16,15,14,13,12,16,0,37,15,20,16,16,17,19,16,16,16,16,16,16,15,15,15,14,14,14,14,13,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
H1,SOCIAL,0.5,NAN,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
H2,MI,0.5,ELSTER,11,14,15,16,14,26,27,25,20,25,22,75,15,29,0,21,12,26,23,0,12,12,13,20,13,0,11,0,10,7,16,7,8,2,8,27,26,16,14,0,9,10,6,7,12,5,11,19,18,0,10,2,15,30,20,18,9,8,16,15,31,25,7,13,9,14,12,4,14,10,8,14,15,7,10,7,15,13,8,7,12,14,10,26
H1,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,10,10,22,22,27,27,27,27,27,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
H1,MI,0.5,NAN,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
H1,MI,0.5,NAN,18,28,28,28,28,28,10,10,15,14,20,17,19,14,14,16,15,16,15,16,15,15,15,15,22,35,7,7,2,1,9,0,11,9,10,6,7,6,7,7,7,25,9,10,10,10,11,12,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,9,9,9,9,8,28,28,28,28,28,28,28,28,28,28,28,28,10
H2,LI,0.5,MSDELAUNET,0,25,26,21,21,19,18,0,17,15,0,11,10,8,10,9,7,9,8,8,8,7,7,7,7,7,7,6,6,6,6,6,0,3,4,4,3,3,2,3,3,2,0,20,20,20,20,20,20,20,20,20,20,20,20,26,26,26,26,26,26,26,41,16,56,8,1,1,23,7,6,3,0,0,0,0,0,1,4,4,4,2,2,2
H2,MI,0.5,BADGERMETER,0,20,20,20,20,12,20,20,20,20,20,20,20,20,20,20,20,20,19,0,16,15,20,14,13,12,14,14,14,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RG,MI,0.5,CICASA MMD-15 S,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,15,28,31,6,30,41,30,31,28,34,29,31,30,20,20,20,30,19,31,18,63,38,21,37,24,28,30,28,27,34,28,28,41,28,22,23,25,20,24,19,21,26,25,29,39,35,28,35,30,27,24,32,33,26,24,23,30,29,10,49,26
H2,MI,0.5,MSDELAUNET,24,24,25,37,25,34,41,29,25,28,35,22,22,17,18,26,17,30,29,16,22,21,27,20,27,28,25,29,30,50,35,29,25,19,17,19,29,6,18,34,25,32,32,28,23,28,31,21,33,23,24,16,31,39,27,15,25,24,25,25,23,0,20,19,18,17,15,14,46,21,20,20,3,18,19,19,19,19,19,0,10,8,15,14
H3,HI,0.5,Cicasa NG 1/2,15,15,15,15,15,15,15,15,15,15,9,8,11,16,8,11,7,9,7,7,10,12,12,9,11,6,6,5,11,11,22,6,10,10,11,10,16,12,9,10,7,10,9,10,18,10,34,12,8,8,6,14,12,16,15,15,13,17,18,13,12,8,13,16,13,14,14,12,11,11,14,13,10,17,12,14,11,11,7,12,12,12,16,11
H3,HI,0.5,CICASA MMD-15 S,10,3,7,5,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,0,0,1,0,1,0,1,0,2,0,0,1,0,2,2,1,0,0,5,4,2,4,2,3,2,3,4,4,6,4,3,7,6,6,3,5,5,5,5,4,4,5,6,4,5,7,4,6,5,3
H3,HI,0.5,Cicasa NG 1/2,0,0,0,0,0,0,0,3,15,19,18,14,19,13,11,17,14,10,13,13,0,17,18,15,17,13,14,15,16,16,19,12,15,17,13,9,11,11,11,11,12,7,10,0,0,0,5,3,13,0,6,10,12,12,11,18,9,9,11,13,12,11,11,13,13,12,11,12,12,13,12,11,13,11,10,13,11,10,13,10,11,14,10,10
H3,MI,0.5,Cicasa NG 1/2,0,1,0,0,1,0,0,15,19,20,22,19,20,18,18,26,33,36,35,33,26,24,13,16,31,22,23,23,29,29,31,20,36,26,22,18,26,26,22,27,23,26,24,24,18,8,28,22,22,23,19,24,20,24,33,25,12,14,27,18,17,17,17,21,29,21,19,16,8,9,4,19,26,24,17,31,23,26,26,44,17,17,18,10
H2,LI,0.5,CICASA MMD-15 S,12,8,15,0,17,9,13,10,10,9,11,10,10,9,9,9,0,11,7,7,30,20,12,14,0,20,86,86,36,30,30,48,52,0,15,28,28,27,28,20,23,25,24,24,23,22,23,23,0,14,17,16,15,14,12,14,14,13,0,10,10,10,8,77,18,22,23,26,19,20,20,22,23,24,25,27,22,23,23,23,23,23,23,23
H1,MI,0.5,NAN,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
H2,MI,0.5,ELSTER,19,17,17,27,24,24,25,35,28,26,19,16,21,13,12,19,14,16,20,26,16,18,13,13,16,13,11,19,22,14,18,16,18,14,13,8,11,9,10,12,8,23,22,22,25,19,19,17,20,13,18,22,22,28,24,21,22,22,22,22,21,21,9,19,18,0,14,30,18,18,26,18,25,18,17,27,23,23,21,32,29,23,24,23
H2,LI,0.5,MSDELAUNET,22,22,22,22,22,22,22,22,10,10,10,10,10,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,15,15,22,22,10,14,22,15,14,14,14,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,14,15,19,18,18,17,17,19,19,19,18,18,17,18,10,24,24,24,24,24,24,24,24
H1,MI,0.5,NAN,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
H2,MI,0.5,ELSTER,32,23,18,7,23,32,30,29,30,16,23,16,27,13,17,22,2,13,11,11,12,11,0,4,26,14,13,23,24,13,26,18,15,18,14,17,17,11,15,15,14,14,14,13,14,0,11,5,9,3,6,12,7,6,25,7,5,6,6,5,4,0,19,6,6,6,6,13,7,7,7,7,8,8,8,11,18,21,13,9,15,12,12,8
H2,MI,0.5,ACTARIS,41,33,22,35,12,27,28,22,34,35,45,25,37,32,34,34,49,27,35,34,43,35,58,63,43,38,29,44,45,43,39,39,39,39,39,39,38,37,37,37,30,35,35,34,33,33,33,32,32,31,31,31,31,31,30,30,30,29,29,28,29,28,27,28,27,28,27,27,28,28,20,20,20,20,20,20,24,24,23,23,0,20,22,20
H3,HI,0.5,Cicasa NG 1/2,30,30,30,30,30,30,30,30,30,30,2,25,0,4,14,0,5,10,8,5,3,3,3,4,3,5,3,3,4,4,5,14,6,4,3,5,2,3,3,6,3,5,5,17,11,3,15,3,4,3,3,3,4,3,3,3,2,2,4,3,2,3,2,2,2,3,3,3,1,2,2,3,1,2,3,2,2,2,1,11,1,7,2,3
H2,MI,0.5,NAN,16,20,0,14,18,13,13,8,14,10,8,10,10,14,12,14,12,19,17,22,16,18,47,19,20,20,0,19,18,14,33,45,38,46,30,28,33,17,21,20,20,30,32,28,36,28,34,19,20,18,16,18,18,20,22,18,18,18,27,16,19,18,18,19,19,17,18,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,MI,0.5,CICASA MMD-15 S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,8,6,9,2,2,3,3,9,7,7,6,8,7,7,8,6,7,7,5,10,6,9,11,8,10,11,12,7,9,9,9
H3,HI,0.5,Cicasa NG 1/2,10,10,10,10,10,10,10,10,10,10,12,10,11,12,8,9,9,9,14,10,10,11,11,7,3,8,8,6,6,8,8,13,11,7,9,5,7,5,6,7,5,5,4,6,5,6,13,10,8,8,7,13,8,7,7,9,8,8,10,10,8,9,8,7,8,10,13,5,9,7,16,12,16,17,8,9,6,7,7,7,7,12,9,8
H3,HI,0.5,Cicasa NG 1/2,15,14,0,12,0,3,5,0,7,9,1,1,1,3,0,3,0,1,0,1,2,3,1,19,14,1,0,1,0,1,0,1,5,3,3,1,1,1,2,1,1,2,5,1,5,2,5,3,4,1,2,1,4,3,2,1,2,1,1,1,1,1,2,3,1,2,1,3,2,2,2,2,2,2,7,2,3,3,1,2,3,4,4,4
H3,MI,0.5,NAN,23,23,23,23,23,22,22,22,22,21,21,21,21,20,20,20,20,20,19,19,19,19,19,19,18,18,18,18,18,17,17,17,17,16,16,16,16,15,15,15,15,15,14,15,14,14,14,13,13,13,12,13,12,12,12,12,12,11,11,0,24,15,14,16,13,13,13,13,13,13,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H2,COM,0.5,NAN,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
H2,SOCIAL,0.5,CICASA / DE LA UNET,36,29,33,36,41,34,43,46,40,39,33,25,31,15,24,34,27,28,40,33,32,25,24,28,48,5,26,35,42,58,32,38,41,33,29,18,24,19,23,36,36,40,29,34,26,29,28,25,21,21,26,23,36,34,36,28,14,27,0,11,18,14,26,11,37,43,45,38,48,26,61,31,3,28,25,33,26,32,30,30,28,26,26,26
H2,MI,0.5,Otras / desconocida,22,22,0,25,26,27,28,21,27,26,26,21,16,10,12,18,13,16,22,17,17,16,11,16,15,12,13,18,18,25,14,15,22,16,14,17,16,16,16,15,15,4,15,16,14,12,17,19,15,14,14,15,15,15,14,14,0,11,11,10,9,8,7,9,8,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8
H2,MI,0.5,NAN,30,30,30,30,30,29,29,29,29,29,28,28,28,27,27,27,26,27,26,26,26,25,26,25,25,24,24,24,24,24,23,23,23,22,22,22,22,21,21,10,21,10,20,20,20,15,14,13,14,15,14,14,13,13,13,13,10,13,11,10,10,9,9,8,9,9,8,10,10,9,30,30,30,30,30,30,30,30,30,30,30,30,30,30
H2,MI,0.5,CICASA MMD-15 S,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,24,24,24,24,24,23,23,23,22,22,22,22,21,22,21,21,21,20,20,20,20,20,19,19,19,19,19,18,18,18,18,18,17,17,17,17,17,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
H2,SOCIAL,0.5,ELSTER,26,26,25,25,25,25,25,25,24,24,24,23,23,22,23,23,22,22,22,22,22,21,21,21,21,20,20,20,20,20,20,20,19,19,18,18,18,18,17,17,17,17,22,17,17,17,20,20,18,17,0,48,49,25,25,25,28,32,0,11,20,19,19,33,30,35,35,28,24,24,23,25,26,27,27,28,28,28,27,26,26,26,26,27
H3,HI,0.5,Cicasa NG 1/2,30,30,30,30,30,30,30,30,30,30,30,30,29,29,15,15,8,19,16,6,11,22,24,23,16,28,17,22,8,18,18,19,19,23,7,17,9,8,7,6,8,9,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,30,30,30,30,30,16,17,17,18,21,21,24,24,23
H2,SOCIAL,0.5,INVERCONTA,9,43,22,23,24,29,29,30,20,23,25,23,32,23,22,32,21,28,23,21,18,24,25,20,26,21,16,23,27,34,6,54,29,27,26,23,25,23,20,23,26,27,33,26,32,25,31,27,34,28,20,29,30,36,30,27,32,30,27,24,29,28,8,24,0,18,0,21,20,18,17,17,16,16,15,0,14,0,0,0,0,0,0,0
IN,COM,0.5,CICASA / DE LA UNET,28,35,37,48,35,55,68,67,7,8,8,8,9,15,7,72,27,24,45,44,32,46,182,158,15,15,13,23,13,30,51,100,100,13,14,18,27,18,30,25,20,35,57,29,36,31,34,30,11,16,12,42,54,104,71,7,19,7,8,10,8,9,12,6,6,10,9,11,10,8,9,23,11,7,9,6,10,8,7,8,11,13,11,10
H2,MI,0.5,ELSTER,6,11,2,2,2,1,3,2,3,2,3,2,3,2,2,3,3,3,2,3,2,3,2,2,3,2,3,3,2,3,3,2,3,2,3,2,2,3,2,3,2,2,3,2,2,2,3,1,1,2,2,3,6,2,3,3,3,3,3,2,2,0,1,0,1,2,2,1,2,1,2,2,1,2,2,3,2,2,2,1,1,1,1,3
H2,MI,0.5,NAN,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
H1,LI,0.5,NAN,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,28,28,28,28,28,28,28,28,28,10,28,10,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
H2,COM,0.5,ELSTER,7,9,9,13,16,11,14,11,17,17,20,17,15,7,8,15,8,9,6,19,35,14,18,33,19,38,31,10,14,17,10,10,0,16,10,6,11,9,6,8,15,14,15,18,10,13,8,7,7,5,5,7,8,9,6,6,6,6,6,0,7,7,5,6,10,7,5,6,6,9,3,17,24,12,8,8,4,7,5,5,5,2,8,6
H1,MI,0.5,CICASA MMD-15 S,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,8,2,7,7,8,8,10,8,11,7,10,8,8,0,4,6,8,10,12,8,9,9,12,10,9,6,7,11,10,19,15,11,13,1,18,8,11,10,0,8,11,13,14,8,10,15,9,7,7,7,7,10,9,13,15,10,15,12,12,7
H2,SOCIAL,0.5,CICASA MMD-15 S,22,22,15,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,15,35,20,25,23,28,21,19,18,21,33,18,33,24,18,30,40,34,31,32,22,17,26,8,25,13,10,13,15,14,20,17,22,17,17,16,17,16,16,17,17,17,17,17,17,17,9,3
H2,LI,0.5,CICASA MMD-15 S,12,13,16,14,12,12,12,0,10,9,22,10,10,9,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,0,6,6,5,5,10,5,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,25,25,25,25,24,25,24,24,24,23,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H1,MI,0.5,NAN,24,24,24,24,15,24,24,24,24,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,27,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
H2,MI,0.5,CICASA MMD-15 S,9,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,18,5,0,25,18,13,18,16,17,19,17,20,23,22,11,23,13,16,17,17,25,28,23,18,14,3,38,15,15,15,16,20,17,19,11,12,13,10,11,9,10,11,10,10,11,10,9,10,10,10,9,9,8,10,7,8,9,9,10,8,8,9,8
H2,LI,0.5,MSDELAUNET,33,34,33,40,44,38,41,44,50,54,46,29,22,16,23,17,17,21,35,41,31,22,15,9,15,12,19,13,20,26,23,21,20,20,14,10,10,13,10,9,9,8,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,35,51,26,23,25,27,26,15,25,25,26,26,28,27,25,25,25,25,25,26,26,26
MX,SOCIAL,0.5,CICASA MMD-15 S,20,20,10,10,10,14,15,14,14,14,14,10,10,26,26,26,10,14,14,14,14,14,14,20,5,11,8,8,5,43,14,37,19,23,37,25,17,21,6,19,18,33,18,7,4,5,12,10,8,18,9,6,7,7,11,18,0,5,12,10,6,16,16,0,6,16,16,10,10,10,11,11,11,11,11,11,12,21,12,12,12,12,12,12
H3,MI,0.5,Cicasa NG 1/2,20,20,20,20,20,20,19,20,0,21,26,23,3,11,19,17,29,25,17,19,21,20,21,20,19,19,19,19,20,19,18,18,18,18,18,17,17,17,16,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,20,0,14,12,20,0,13,9,10,10,20,10,0,11,28,13,16,13,15,13,11,17,14,14,14,19,19,20,15,13
H1,SOCIAL,0.5,ELSTER,19,21,11,10,15,13,19,16,11,18,21,13,16,3,1,11,10,5,7,6,6,7,6,43,5,3,1,3,13,9,0,0,3,2,1,2,1,1,0,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,10,1,1,1,2,2,2,48,8,10,11,13,0,8,9,0,10,10,12,12,9,9,8,8,8,9,9,9,9,9
H2,MI,0.5,MSDELAUNET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,20,51,35,26,31,31,31,32,30,29,29,29,29,29,28,0,18,18,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,18,28,32,36,27,26,24,19,24,25,17,16,19,29,24,26,23,27,25,21,23,18
MX,MI,0.5,CICASA MMD-15 S,14,14,14,14,14,14,14,14,14,14,14,14,10,14,14,14,14,14,14,14,14,14,14,15,15,13,14,25,5,1,1,0,0,2,1,40,13,14,29,11,16,16,9,15,15,0,12,0,8,0,6,4,14,0,0,13,17,13,11,13,9,8,11,10,10,0,7,7,10,9,9,9,8,8,8,24,24,24,24,24,24,24,24,20
H3,MI,0.5,NAN,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
MX,COM,0.5,MSDELAUNET,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,50,32,32,32,32,0,0,0,0,22,22,21,20,0
H2,MI,0.5,NAN,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
AVD,MI,0.5,INVERCONTA,22,22,22,22,21,21,21,21,21,20,20,20,20,19,19,19,18,19,18,18,18,17,18,17,17,17,17,17,17,16,16,16,16,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,12,11,11,11,10,10,0,8,8,7,7,6,5,6,7,7,7,7,6,7,7,7,7,7,10,7,7,7,7,7,7
H2,MI,0.5,CICASA MMD-15 S,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,31,20,48,35,35,41,34,35,36,29,35,5,25,26,25,26,32,34,34,20,28,28,28,27,31,30,27,28,28,28,28,28,28,28,28,28,28,28,28,0,26,26,25,25,25,25,25,24
H2,MI,0.5,NAN,26,26,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
H3,MI,0.5,ELSTER,10,14,11,14,14,19,25,16,21,15,47,11,13,9,9,11,9,10,11,8,12,10,10,5,9,6,8,17,32,27,7,18,70,36,23,21,28,21,18,22,18,17,20,9,18,14,21,16,22,16,16,15,18,22,16,16,0,14,14,13,12,11,10,12,11,11,11,11,11,12,20,17,20,11,11,11,11,11,11,26,11,20,18,15
H3,MI,0.5,Cicasa NG 1/2,20,20,20,20,20,20,19,1,8,9,12,11,9,8,0,8,9,10,55,15,16,18,20,22,23,18,18,19,19,19,19,18,18,18,18,17,17,17,16,16,16,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,12,12,12,12,11,11,11,11,11,12,12,12,12,12,12,12,12,22,22,22,22,22,10,22,10,22
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,13,3,2,2,2,2,1,0,0,0,0,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,20,24,24,9,8,8,4,11,9,1,8,8,6,11,11,9,8,8,8,9,9,8,15,8,7,8,5,9,17,13,11
H3,MI,0.5,MSDELAUNET,20,20,20,20,14,0,4,10,9,14,0,0,0,0,17,2,10,5,5,6,7,5,6,5,5,0,12,1,23,22,11,11,9,9,11,6,9,12,11,13,9,9,9,8,5,5,7,6,8,7,8,9,11,7,8,12,7,6,8,7,7,0,7,6,8,6,6,9,7,6,5,8,9,5,6,8,7,6,5,0,0,6,6,5
H3,MI,0.5,CICASA / DE LA UNET,11,12,20,19,18,16,16,16,17,16,83,30,33,21,32,35,38,0,31,27,27,25,18,24,11,20,20,19,20,22,21,18,21,12,25,13,17,20,16,28,17,24,16,16,16,19,19,17,0,12,13,13,12,11,9,11,0,8,3,11,16,7,7,38,13,15,15,12,12,13,14,14,15,15,15,24,24,24,24,24,24,24,24,24
H3,SOCIAL,0.5,ELSTER,5,5,4,7,10,11,11,10,7,23,6,4,6,8,11,13,19,20,15,11,11,7,17,13,0,5,8,13,10,8,16,6,10,17,12,10,10,7,9,11,10,12,7,7,6,8,15,5,10,8,7,5,11,15,12,9,12,10,10,2,12,15,8,12,9,25,11,13,12,10,14,12,23,11,12,14,13,14,18,18,15,16,15,8
H3,MI,0.5,MSDELAUNET,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,18,18,18,18,18,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,10,10,10,10,22,10,22,22,22,22,2,1,1
